route_id,able_effect_pct,ace_incremental_effect_pct,total_effect_pct
B11,,3.947305658478977,3.9473056584789834
B25,-1.416152216617107,1.5428112664320324,0.1048104938671246
B26,-1.1406523561342015,6.192133523070066,4.980850450009999
B35,,-0.8010844421690242,-0.80108444216902
B41,,3.0984188434411633,3.098418843441153
B44+,-2.6878663904965876,2.40626243412304,-0.3462810756074908
B46+,-1.1104346678691484,-2.6497026153831595,-3.7307140668156658
B60,,9.739903783193371,9.739903783193382
B62,-7.159235640155233,-5.827160885582587,-12.569216346808009
B63,,-1.8531153265821123,-1.853115326582111
B68,,5.214614365234022,5.214614365234027
BX12+,-0.9120813493482878,-4.133295699123151,-5.007678029286322
BX15,,4.537372020751413,4.537372020751418
BX19,-1.4902384346296402,-3.13937950678732,-4.582833701397937
BX2,,1.9331190132583247,1.933119013258322
BX20,,18.587122430107375,18.587122430107385
BX22,,3.4083650997061086,3.408365099706101
BX28,,-5.49341273223782,-5.4934127322378234
BX3,,-3.1467719194249413,-3.14677191942494
BX35,-4.570898781214569,-12.264235237977061,-16.274548240173647
BX36,-1.4851724497655494,-10.558234575430836,-11.886599034100465
BX38,,-5.12033797249937,-5.120337972499367
BX41+,17.602715995191815,31.25052455160131,54.35418163061918
BX5,,1.2357395782769167,1.2357395782769176
BX7,,-0.09780664423412304,-0.09780664423412189
BX9,,-0.4525341385667703,-0.4525341385667736
M100,,2.665752675374598,2.6657526753745886
M101,,4.459350628335148,4.459350628335157
M116,,2.335931410218992,2.3359314102189943
M15+,5.14603650228853,7.4249309087291895,12.953057065850636
M2,,-0.5889059663634465,-0.588905966363451
M23+,12.678899993875017,14.433825418216834,28.942775702158063
M34+,6.309671356653055,15.39388212218531,22.674856849778834
M4,,0.31511257246166163,0.31511257246166213
M42,,9.10327430673053,9.103274306730524
M57,,1.20877119735767,1.208771197357672
M60+,,6.689997713950695,6.6899977139506905
M79+,,-1.9082160792227378,-1.9082160792227354
M86+,8.306802693202178,7.006811939853375,15.895656675982917
M96,,1.0320246075956512,1.0320246075956607
Q43,-7.650294350652291,-8.84138310790491,-15.815285626133624
Q44+,2.2595761333508997,2.4287272060878045,4.7431822797316725
Q5,,9.18327504803267,9.18327504803267
Q54,-6.8084949938633805,-5.8037892211561415,-12.217133516442724
Q58,-2.395982527186264,-1.9921583920997126,-4.340409152297397
Q6,,13.308600992458084,13.308600992458075
Q69,,1.3515720710621781,1.3515720710621792
S46,,5.253346889700017,5.253346889700028
S79+,-2.1011288632545035,-8.265916781093638,-10.193368081047993
BX6+,,4.984701226519819,4.9847012265198165
Q53+,,-0.8408464152665335,-0.8408464152665385
B82+,,3.617357333973864,3.6173573339738585
B42,-1.7922004466657715,0.46575619802251306,-1.3347915333045912
